1904210_0008_jzRAqe3gqxN.jpg	(四)「アスフアルトブロツク」鋪道上に「アスフアルト」層を造ること	tate	https://www.dl.ndl.go.jp/api/iiif/1904210/R0000008/pct:23.0,20.0,1.1,40.2/full/0/default.jpg
770210_0020_z8onZXpKBn1.jpg	大岡越前守と石川近江守の抜擢	tate	https://www.dl.ndl.go.jp/api/iiif/770210/R0000020/pct:59.6,22.0,1.4,19.3/full/0/default.jpg
778761_0002_kx1ygvr6xa8.jpg	味噌汁の用意・棚橋絢子女史(東京高等女学校長)	tate	https://www.dl.ndl.go.jp/api/iiif/778761/R0000002/pct:31.3,22.7,1.0,38.8/full/0/default.jpg
783426_0006_yYbm6YQGYYN.jpg	政治上の智識を論し併せて反対派の妄を弁す	tate	https://www.dl.ndl.go.jp/api/iiif/783426/R0000006/pct:24.4,27.3,2.1,46.8/full/0/default.jpg
756743_0005_5e09ZKOx94b.jpg	仏国「ド、ブーイェ」侯敵国の商船を庇護す	tate	https://www.dl.ndl.go.jp/api/iiif/756743/R0000005/pct:15.2,23.9,1.3,34.5/full/0/default.jpg
902818_0004_VR2BLeDbLzx.jpg	躯幹及ヒ肩ノ運用ヲ論ス	tate	https://www.dl.ndl.go.jp/api/iiif/902818/R0000004/pct:72.6,26.6,1.6,23.8/full/0/default.jpg
955552_0008_RjeZvYb2PMn.jpg	島根県簸川郡知井宮村	tate	https://www.dl.ndl.go.jp/api/iiif/955552/R0000008/pct:73.1,20.6,1.9,16.3/full/0/default.jpg
994308_0002_yy4yjKBOWM1.jpg	仁川港船隻停泊仮規則	tate	https://www.dl.ndl.go.jp/api/iiif/994308/R0000002/pct:63.9,18.2,1.2,15.0/full/0/default.jpg
799036_0008_M24WR0bZyKG.jpg	ベーリング商会破産の欧洲米国及濠洲に及ほしたる余響	tate	https://www.dl.ndl.go.jp/api/iiif/799036/R0000008/pct:53.6,36.0,1.9,42.2/full/0/default.jpg
800740_0004_77Mvgk9lnga.jpg	当座貸越約定即ち当座預金を取出し尽したる時	tate	https://www.dl.ndl.go.jp/api/iiif/800740/R0000004/pct:70.4,15.8,1.8,46.1/full/0/default.jpg
880814_0005_q84z1Yn1OXR.jpg	薗文字姫夢中に吟ずる事並菅丞相御誕生の事	tate	https://www.dl.ndl.go.jp/api/iiif/880814/R0000005/pct:24.7,15.8,1.7,39.1/full/0/default.jpg
881473_0008_QmAWmLW1x06.jpg	桜井甚左衛門が鎗持戦死並山住片山の勇戦	tate	https://www.dl.ndl.go.jp/api/iiif/881473/R0000008/pct:40.8,19.8,1.6,30.6/full/0/default.jpg
880459_0005_v6NQg213XR1.jpg	松前屋跡式番頭四郎兵衛へ下し置る並一心太助御厩用達の株を頂戴	tate	https://www.dl.ndl.go.jp/api/iiif/880459/R0000005/pct:37.2,20.8,1.7,51.7/full/0/default.jpg
784706_0007_nBp3Omm11l.jpg	麹町三宅坂下ヨリ赤坂門ニ至ル道路開設ノ件	tate	https://www.dl.ndl.go.jp/api/iiif/784706/R0000007/pct:28.9,22.9,1.6,52.8/full/0/default.jpg
941487_0004_zmBj0RkLQBk.jpg	安政丁巳正月十二日の東報安中侯より呈書建儲及人物論	tate	https://www.dl.ndl.go.jp/api/iiif/941487/R0000004/pct:73.0,27.3,1.2,44.7/full/0/default.jpg
957908_0004_4PqArPm0x1l.jpg	十一月下旬より翌春二月中旬迄の冬期は決して餌糧を与ふる勿れ	tate	https://www.dl.ndl.go.jp/api/iiif/957908/R0000004/pct:21.6,26.9,1.6,55.3/full/0/default.jpg
942168_0007_jXgMZ2A9k7L.jpg	議長・左翼に於ける日本軍の活動及露軍の行動を伺ひます・(第九番!)	tate	https://www.dl.ndl.go.jp/api/iiif/942168/R0000007/pct:27.9,29.8,0.9,30.0/full/0/default.jpg
882270_0002_lg8a58m7kz1.jpg	半七賄賂を贈て用金調進を延す条	tate	https://www.dl.ndl.go.jp/api/iiif/882270/R0000002/pct:18.0,58.2,1.9,30.6/full/0/default.jpg
